Species	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;reuteri	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;ruminis	40	0	0	0	0	6	0	225	0	0	3	0	77	0	56	4	0	0	0	0	0	9	4	238	0	5	0	0	4	0	4	3	0	1	0	0	0	0	1	0	13	0	20	4	0	11	0	0	4	3	0	0	8	2	3	7	140	2	6	71
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus;?	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus;Lactobacillus sakei	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	5	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus;Lactobacillus parabuchneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc carnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	2	0	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc mesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Lactobacillus brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;?	0	0	0	0	0	0	0	6307	28	0	0	0	0	0	0	0	0	0	0	3	0	11	4	1	1	11	0	6	11	0	6	0	1	20	1	0	0	1	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Lactobacillus ruminis	0	0	0	6	0	0	0	278	2	0	0	0	0	0	0	0	0	0	0	0	0	852	278	52	0	13550	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	326	3104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Lactobacillus salivarius	1	0	0	0	119	78	134	300	0	0	26	43	5	771	0	9044	0	0	0	0	0	5110	0	49	0	0	0	1	0	0	19	19	0	12	233	2	0	1641	0	5	0	119	0	0	655	50	11	12	1	0	143	0	8125	3	9	7	191	1	1	24
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;?	0	0	0	0	0	1	0	1992	0	1381	0	181	245	2	0	864	110	1930	0	840	2	21	0	5	0	0	0	64	81	0	163	0	0	0	4585	0	0	193	0	0	1	0	0	128	0	0	0	0	0	0	8	0	192	0	3	0	322	14	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus fermentum	0	0	0	0	0	0	72	2282	0	0	0	68	62	79	1	26	0	1296	1	0	0	107	0	68	0	7	0	97	261	0	0	0	0	4	1225	5	0	203	0	0	0	6	0	932	0	0	0	0	3	0	0	0	0	0	0	0	1072	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus mucosae	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus oris	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	463	0	24	0	1	1	3	0	33	0	0	0	0	22	0	0	0	0	0	0	0	0	23	0	0	0	6	0	212	2	2	0	0	0	0	44	3	102	0	157	0	4	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus pontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus reuteri	2	0	0	0	0	0	0	5	0	0	0	0	2	0	0	11	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	6	0	5	0	5	11	2	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;Pediococcus acidilactici	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	61	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	3340	0	0	0	2	0	0	0	0	0	298	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;Pediococcus pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Schleiferilactobacillus;Lactobacillus perolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;?	0	0	0	0	0	2	0	0	0	0	3	3551	0	29	0	2229	18	3463	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	412	616	0	0	178	0	0	0	0	0	0	162	0	0	0	0	0	1	3	9	0	0	0	434	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella viridescens	0	0	0	0	0	0	0	168	0	0	0	11	0	0	0	19	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria monocytogenes	0	0	0	1	0	1	1	0	70	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;?	1	4	24	0	0	34	3	0	0	242	3	4	341	126	311	48	0	820	0	30	28	2	0	66	0	0	0	10	63	5	2	1	0	10	404	0	0	0	2	0	0	1	0	5	32	1	0	0	7	3	7	0	7	3	8	4	18	0	7	4
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus garvieae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	29	0	2	0	0	0	0	0	2	778	0	0	0	0	0	99	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	33	0	10	0	0	1	16	0	0	10
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus piscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;?	6	0	141	3	0	3	46	17	1	323	3	3	686	3594	182	726	0	1052	1	6	4	90	3	3	0	0	0	65	208	4	31	16	1	3	661	0	0	4	2	0	4	11	0	1	119	29	209	15	267	21	21	0	31	2	34	87	8	0	26	13
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus	0	0	0	0	0	3	1	0	0	11	0	1	19	0	10	0	0	3	0	0	0	3	0	0	0	0	1	12	8	0	0	0	0	0	0	0	0	63	0	0	3	2	0	0	1	0	0	0	0	0	1	0	0	1	9	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dentirousetti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parauberis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	10	2	0	0	11	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	8	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius	49	125	128	0	7	306	44	32	189	159	19	134	21771	4265	10856	1232	6	22400	12	217	3479	122	4	911	0	35	1	594	4711	775	189	237	15	839	9035	0	3	6	80	37	19	52	53	5	8116	31	62	64	115	566	765	41	404	897	1616	1088	396	0	57	43
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	3	0	10	0	1	2	0	0	0	19	0	1	50	53	55	40	1	1	3	54	2	3	0	2	0	5	0	6	2	4	0	3	1	10	77	0	0	13	0	1	0	0	2	2	2	3	1	2	6	23	38	1	37	12	10	2	1	0	4	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;RF39;?;?;?	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	12	0	0	0	0	1	0	0	0	0	0	0	227	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	125
Bacteria;Firmicutes;Bacilli;RF39;gut metagenome;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Bacteria;Firmicutes;Bacilli;RF39;uncultured prokaryote;?;?	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;?	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Gemella haemolysans	0	0	4	1783	1	3	3	0	0	15	0	1	7	12	38	15	0	25	0	0	3	0	0	0	0	0	0	13	0	2	2	1	0	16	32	0	0	5	0	0	0	6	3	0	0	0	0	0	0	1	1	1	3	1	2	0	1	0	1	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Gemella morbillorum	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	22	19	0	0	0	2	5	0	8	12	0	2	3	29	0	0	3	0	0	0	2	0	0	2	1	0	0	1	2	0	0	0	0	2
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;?	0	0	0	123	0	0	0	0	0	0	0	16	0	0	0	0	0	21	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	3	8	0	0	10	2	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	4	0	0	2	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus lentus	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;?;?;?;?	6170	3470	2	12010	2637	1239	700	22320	1476	68	4543	118	11122	0	73	1000	0	56	13447	37635	3268	12212	5569	14195	134	449	571	258	417	10141	262	277	3802	317	10783	956	3	11073	3711	2537	9194	35652	12122	128	9083	15791	3701	6227	17605	7115	11218	5	6057	5521	28382	5792	17674	824	5018	27469
Bacteria;Firmicutes;Clostridia;Christensenellales;?;?;?	0	6	0	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	4	0	17	0	0	9	4	2	2	63	0	0	5	0	0	0	0	0	0	3	28	0	0	0	2	0	0	0	0	5	0	0	0	19	0	4	0	0	0	76
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;?;?	1	0	0	0	0	0	0	6	0	0	84	0	0	0	0	0	0	0	0	0	20	0	43	0	0	1	5	0	105	0	0	36	68	0	0	0	0	1	16	16	5	0	9	0	1	0	0	0	0	1	0	0	0	69	0	42	0	0	18	2
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenella;Christensenella massiliensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	14	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;?	9	1312	0	0	0	0	0	200	167	0	55	0	0	0	0	0	0	0	1	0	175	90	63	181	0	45	32	3	249	4	65	52	110	0	0	1	0	1	719	199	2968	0	25	1	5	10	0	1101	2	3	0	0	0	80	1	118	0	1	14	998
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;human gut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	1289	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;metagenome	37	577	0	0	0	0	0	12	114	0	4	0	0	0	0	0	0	0	0	0	5	0	16	23	0	20	575	0	681	0	7	2	205	0	0	0	0	0	5804	169	687	0	99	0	114	0	0	250	2	11	0	0	0	0	0	245	0	242	0	118
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;?;?;?	0	88	0	0	0	0	0	1	317	0	0	0	0	0	0	0	0	0	0	0	196	0	23	172	0	0	311	0	585	0	0	0	166	0	0	0	0	0	2434	40	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	234	0	0	128	62
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;gut metagenome;?;?	56	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	99	0	0	0	200
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured Clostridiales bacterium;?;?	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	119	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured Ruminococcaceae bacterium;?;?	2	8	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	3	0	153	82	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	270	0	0	38	0	0	0	0	0	0	12	0	0	0	0	0	78	0	0	0	40
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured rumen bacterium;?;?	1	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;?;?;?	1	2	0	5	0	0	0	1	84	0	143	0	0	0	0	0	0	0	0	1	13	2	29	0	0	7	52	0	0	1	1	2	41	4	0	0	0	0	654	74	81	0	0	0	7	0	0	1	0	1	0	0	0	11	0	6	0	0	1	29
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;metagenome;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured organism;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;?;?;?	0	1	0	0	0	0	0	0	0	0	0	0	11	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;?;?	1	105	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Candidatus Arthromitus;Candidatus Arthromitus	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;Clostridium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;?	145	3	0	49	0	0	40	270	18	43	23	0	1328	2	17033	15	0	940	3	0	289	2	182	246	0	108	21	0	795	688	198	111	2	282	181	0	0	470	94	1506	2211	0	1640	2863	3	112	13	1	5	102	6599	27	0	137	2498	1386	16045	0	98	38
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium butyricum	0	122	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	126	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium paraputrificum	0	1	0	1	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	1	2	0	0	0	1609	0	235	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium perfringens	40	46	0	0	12	0	23	0	453	1	9	0	289	0	355	2	5	3054	417	1	82	0	0	43	0	0	1	2	0	3	0	6	1	0	5	0	0	0	6	0	0	2	8	6266	2	3	119	2	1	9	46	0	21	5	117	5	1184	2	11	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium sp.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	8	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;human gut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;?	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina;?	0	2921	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina;swine fecal	0	2937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
